textID,selected_text,sentiment,positive,negative,neutral
ac4aef6710,e best,positive,1,0,0
b507cce1a4,yay un,positive,1,0,0
f9b1a131e7,sick,negative,0,1,0
cf887ad02f,20 john,neutral,0,0,1
cba4a92485,sad,negative,0,1,0
49505e08de,missed,negative,0,1,0
9e652d7b7c,happy star wars day may 4th,positive,1,0,0
08839d37c0,good see,positive,1,0,0
fd7dd9a979,okay thank,positive,1,0,0
21208ff8cb,sorry,negative,0,1,0
95fe7c81b9,watching cartoons havent years eating breakfast programs changed,neutral,0,0,1
029bfe45a8,missed game,negative,0,1,0
ee89766594,miss,negative,0,1,0
83bef2cd15,oh dear terrible,negative,0,1,0
c3c945b990,im moon,positive,1,0,0
52bff90e1d,thats friends dati e could totally lian eina gelli zero francis well fit,neutral,0,0,1
14d8f19c12,goddam,negative,0,1,0
853b697d89,hopes,positive,1,0,0
9dd013a94b,sorrie,negative,0,1,0
6cb52df013,yaay,positive,1,0,0
90fffbe4ef,best land,positive,1,0,0
73a6c8c55e,knee killing,negative,0,1,0
474abefa36,really miss,negative,0,1,0
43abce9b48,cheers long live,positive,1,0,0
1015ee00a3,awww problem sorry tha loss,positive,1,0,0
d86a05fc77,look poet,positive,1,0,0
31018248ce,24hrs time uni waiting start 1st exam scary working hard morning though feeling ok atm,neutral,0,0,1
60003ba866,name,neutral,0,0,1
369f2d32ea,hate moving hate packing even,negative,0,1,0
87cfc80857,really enjoyed podcast 1st time listenening show def listen,positive,1,0,0
d2d14a67c7,gone 8mm plug help said id go maximum still want stretch,neutral,0,0,1
bc209b3ad3,know youre late tcu nightly scan starts oh well graduated today,neutral,0,0,1
bfb4c4cb42,doesnt sound great,negative,0,1,0
51892cf392,night boyssss,neutral,0,0,1
a19c30adc7,nyc right favorite people instead stuck ri,neutral,0,0,1
5e00a1d1d1,dont think ive cried hard show,positive,1,0,0
d416632b13,dont u use twitpic none ur pics show phone,neutral,0,0,1
3a0eb67ccf,haha maybe someday publicist thats going school,neutral,0,0,1
3a40f4d277,w00t red wine,neutral,0,0,1
31155fb47b,boring tv,negative,0,1,0
9aff9b27ad,credit,positive,1,0,0
d237d2f006,august 2nd blast,positive,1,0,0
68ddfb1f11,sad,negative,0,1,0
32354992ca,great,positive,1,0,0
ef4ace56dd,im disgusted well baron spelling lessons homie haha effort team r u shwasty shloshed love,neutral,0,0,1
eff1407630,dang yall mothers day already goodnight twitter world start shooting monday,neutral,0,0,1
e1c29c120a,sucks,negative,0,1,0
bc7fc4e62a,cuuuute little fella,positive,1,0,0
307f1f1c9a,ive heard 2 sons seen one wants see cant wait get,neutral,0,0,1
171c170feb,welcome,positive,1,0,0
ac5275e8b2,thinking drink watered hey free,neutral,0,0,1
265aee2e15,super pumped relay life tonite walking honor sweet grandpa 06 uncle howard past yesterday,neutral,0,0,1
6bf922332c,rocked,positive,1,0,0
49a20a3d38,feel extremely flushed,negative,0,1,0
7baccbb14f,dont know noticed happens sometimes,neutral,0,0,1
999718b8b4,baby talking obsession right,neutral,0,0,1
0c4e1f23d3,enjoy,positive,1,0,0
68e8a4b6b3,blessed,positive,1,0,0
063784a57e,doesnt look good,negative,0,1,0
6bb61f0267,good wakeup music,positive,1,0,0
59d29da933,good,positive,1,0,0
daadcab8af,im sooo happy de,positive,1,0,0
3c6d20b915,thanks,positive,1,0,0
c2574b4332,gig awesome exahausted dont want revise boo hoo,neutral,0,0,1
5dde4e40dd,trackpad battery life suck balls quarters seriously missing macbook pro,negative,0,1,0
360cee7f54,im going bleed death,negative,0,1,0
afb1e72502,woops realized dms going,neutral,0,0,1
b3d9960683,good day,positive,1,0,0
7ca352a1cf,naughty woman sooo meet,neutral,0,0,1
681aa610f3,ugh,negative,0,1,0
85c482fcbf,believe black personality explain feel boyfrann mines gots sprung,neutral,0,0,1
81479b3df0,doesnt look hopeful,negative,0,1,0
1c4932337a,happened day customer asked ship work address sent another one,neutral,0,0,1
7dae7be518,best art attack thanks 4d follow,positive,1,0,0
52b5190ce5,good fun,positive,1,0,0
a130bbc018,gtg listen cobras new song myspace ttyl santi 3,neutral,0,0,1
762e9f81f7,bad,positive,1,0,0
e5f63a649d,happy mothers day,positive,1,0,0
1ab3877a8c,fantastic,positive,1,0,0
c26f0aa54c,enjoying,positive,1,0,0
ba7149719f,big hair rock day today thinks go start xxxxx,neutral,0,0,1
308c0d40e8,oh well maybe one day,neutral,0,0,1
e6baae0e16,e haters,negative,0,1,0
0884900b33,online,neutral,0,0,1
a3effba130,youre bad sister,negative,0,1,0
12b05ce33b,sorry hear,negative,0,1,0
b10a1a1fa1,argue,negative,0,1,0
f8ec98a9ed,uploading photos cellnothin like true candidness,negative,0,1,0
d6d78b7097,hurts,negative,0,1,0
47ec7c77de,lost,negative,0,1,0
b70b425ce7,seventeen today trekking chorleywood see cambridge,neutral,0,0,1
e904d0cc6d,alright alright tuning taking notes remember said got spot raising handz,neutral,0,0,1
56b9191817,makes feel better saturday night lame well heart,neutral,0,0,1
ab12894d8d,spent day putting trampoline tired use cool though,neutral,0,0,1
da31619b52,weird,negative,0,1,0
2b15b814b6,happy mums day mums,negative,0,1,0
723b812315,figure works dont get hope youre well,neutral,0,0,1
99cd70b2ce,im definently jealous,negative,0,1,0
549164e932,lost,negative,0,1,0
1c0aca798f,office hourstrying make computer feel better,positive,1,0,0
cdce2b490d,say hi kimba,neutral,0,0,1
552892eec5,hahaha maybe certain groups juniors hello korea world,neutral,0,0,1
a25ea87900,well dnt really knw wot,negative,0,1,0
54b357fb47,3d effect best,positive,1,0,0
d7c8698a3c,wow party new life awesome girlfriends create tons drama babes party way go w,neutral,0,0,1
7c2724ae24,thanks seriuosly back plan,neutral,0,0,1
7b80a5ad6c,dont cut,neutral,0,0,1
2de420758f,reminders good,positive,1,0,0
cbe9f6ef8e,gosh missed yesterday live chat,negative,0,1,0
6f9d534c07,loves,positive,1,0,0
905e0f6f5f,omgsh,positive,1,0,0
f2cc3458dc,walk streets london townno fields,neutral,0,0,1
0a79d59002,thank,positive,1,0,0
c9ac4056b1,whatever workweeks time go play new phone sim card didnt transfer contacts list,neutral,0,0,1
bbc6126c96,friends mindless fun,positive,1,0,0
9d1dda4962,screw im going shopping ill back like 3 anyway ill hard core revision,neutral,0,0,1
2447edb432,good,positive,1,0,0
b42990837b,oh week bad one everyone love pretty face youre going fantastic concert tonight,neutral,0,0,1
c03050f05a,sumptuous,positive,1,0,0
a38dea7f37,matta take well know quiz made one day one took yet put pics yday fb,neutral,0,0,1
1edee3e796,hey tallebudgera creek 5pmvisiting anitas special treecould almost bumped,neutral,0,0,1
7b8ac1cc40,forgot moi twpp,neutral,0,0,1
a6efc31fe8,wonderful,positive,1,0,0
6ee93c53ad,right,positive,1,0,0
ee4f9ff835,nice chat,positive,1,0,0
cdeb258b89,never invite,negative,0,1,0
4c7324d838,nope neither ladies today,neutral,0,0,1
09ab7a870e,sober weekend ahead,negative,0,1,0
2e3ed4ea30,tired,negative,0,1,0
f022026982,hi cant stay long go work soon,neutral,0,0,1
8447a5d54f,good,positive,1,0,0
991ce23866,damnnn training starts 11 would cool next timeee,neutral,0,0,1
98b5fc480e,bahhhh cold weather making teeth hurt,negative,0,1,0
9d8dbb479f,love himi hate himi loved yesterdayill hate tomorrow im confused,neutral,0,0,1
a2162de4c9,got booked ticket athens,neutral,0,0,1
b914073e50,sure yet said well see,neutral,0,0,1
98eaea45e9,utterly digusted wi,negative,0,1,0
d92eb7fb32,ugh sucks,negative,0,1,0
82d0976c38,loves importantly loves mom happy mothers day,positive,1,0,0
0bd98627e6,buttfuck stupid,negative,0,1,0
58b25e6703,im actually skype ssshh dont tell anyone,neutral,0,0,1
872784b2c4,empitome epic fail,negative,0,1,0
e10b176e0d,sorry,negative,0,1,0
cad1428862,stressed,negative,0,1,0
37e52d631f,yeahbut finish go home get changed etc etc im,neutral,0,0,1
a395c6210f,canã£â¯,negative,0,1,0
7f9127ad33,beating,negative,0,1,0
5cd7007028,oh im offended,negative,0,1,0
2ff50ab6a5,wish wasnt,positive,1,0,0
5f9eca1f54,yum thanks,positive,1,0,0
cafc8d4e17,good book,positive,1,0,0
7f4404c827,dont know guys radio disney much energy wouldnt able 3,neutral,0,0,1
b23b306f75,row p tried run front corrupted could see singing away,neutral,0,0,1
89b8dd5a43,bust cap tell bust cap jesus,neutral,0,0,1
297658805c,wish,positive,1,0,0
e8c90dee68,im kinda bored anyone else think ill listen hip hop pretty good check ww,neutral,0,0,1
bfdc477f0d,cant 30 minutes treadmill done 30 minutes today already gonna 20 minutes,neutral,0,0,1
641bc43223,im still devastated,negative,0,1,0
d4b2c24c3a,really install os x harddrive get boot schools imacs,neutral,0,0,1
64ddf74657,welcomed,positive,1,0,0
4f57ed7ece,haha,positive,1,0,0
6d4f0bd457,kevin cant leave work 2,neutral,0,0,1
5210ebf3d3,2nd period studyhall remembered ipod music time,neutral,0,0,1
b93e52800b,thats mean,negative,0,1,0
8a50e910f9,thank positive energy,positive,1,0,0
bf877466fe,stupid,negative,0,1,0
a68317e582,watching cartoons,neutral,0,0,1
6f93fe06ce,expensive windows linux,neutral,0,0,1
b3affd517f,didnt really watch haha,neutral,0,0,1
8dd41515ff,definitley miley,neutral,0,0,1
388fb62726,good morning hope everyone well monday thanks followfriday recos bles,positive,1,0,0
cb9f6c87b1,favorite,positive,1,0,0
17abf64739,tell work give two days row stat im full time im supposed priority,neutral,0,0,1
12b2e51207,hes mess ilove,neutral,0,0,1
d104c6233a,show us love,positive,1,0,0
0a832fb300,please,positive,1,0,0
166316539b,something way mail pj address fyi,neutral,0,0,1
6d873a0b93,planning run riot luton today ba haa reeeally wheres library town though,neutral,0,0,1
ca027b7a66,thats coolest part,positive,1,0,0
16752df0d7,happy,positive,1,0,0
dc3288b3d3,wonderful man,positive,1,0,0
b8c8fa0332,besties,positive,1,0,0
76381885db,far downtown 3040 minutes veggie burgers,neutral,0,0,1
0664601b41,sad,negative,0,1,0
256e113d0a,whether thats good bad cant disagree,neutral,0,0,1
1a62205df0,id respond going,neutral,0,0,1
5bc318f14f,awake nap,neutral,0,0,1
420da492b7,cried like babyim missing beast like crazy,negative,0,1,0
08c0ba8bbd,boring,negative,0,1,0
067058825c,doesnt like,negative,0,1,0
7415538b45,128 days till beyonce,neutral,0,0,1
7b6eb894bd,bored,negative,0,1,0
7d8812239f,almost everyone suck right ive people,neutral,0,0,1
5b289b13d2,happy mothers dayyyy love mummyyyyyyyy,positive,1,0,0
64caada1fc,hope,positive,1,0,0
b087af5ae9,get tired sudden nicole told say hi aww enthusiastic hi paul,neutral,0,0,1
782c5a87e1,breaks,negative,0,1,0
1a969de34e,wow found new xbox called xbox720 im geek,neutral,0,0,1
77da23631c,hate,negative,0,1,0
25f826e6cf,ive got one though think mine attributed seizure inducing colorlight show movie soloist,neutral,0,0,1
f2007c92aa,bloody boiling,negative,0,1,0
b30b458b91,crappy day,negative,0,1,0
630cd263e9,miss youuu,negative,0,1,0
4da565fddb,dont plans go home watch game plus still work early cant partying late,neutral,0,0,1
9acb99731a,loved lady,positive,1,0,0
f5dd093435,fantastic,positive,1,0,0
35b883d82f,28ã£â¯ã¢â¿ã¢â½ vancity holy shizz home soon kids,neutral,0,0,1
cf6cc32d31,loves,positive,1,0,0
bd414ef6e5,good luck,positive,1,0,0
ce570ca5c8,yesssssir,positive,1,0,0
a6ec2fcc06,hope guys safe thereve deaths already,neutral,0,0,1
395a8537c9,happy,positive,1,0,0
2836821bce,eating chicken noodle soup one days,neutral,0,0,1
bcd744d024,fresh prince sleepy sleeps nightly routine gotta go dmv early tmrw,neutral,0,0,1
bc38360da4,keep trying talk australia thinking jet lag far isnt working still want go,neutral,0,0,1
bcdf349242,e dammit would amazing oh well,neutral,0,0,1
bc12e87b0f,depressed already isnt,neutral,0,0,1
a50bce3f87,good,positive,1,0,0
c16090ba7e,waitin man get home take waitin 4 hours,neutral,0,0,1
cadea57303,hell unlucky,negative,0,1,0
956c294ddf,cant find emails either,negative,0,1,0
d86c04c8b6,good,positive,1,0,0
09eaa4f401,thanking praising god,positive,1,0,0
f184a46ae4,good luck tonight fun,positive,1,0,0
c4c1d4e263,working,negative,0,1,0
ca489c3d5c,nice,positive,1,0,0
1e7ba986a2,wish,negative,0,1,0
56b6fd6b1a,going go get food,neutral,0,0,1
200a42bce3,wtf,negative,0,1,0
edec74f889,spammers seem move fast though,negative,0,1,0
cd0328c1ed,080509 partying pineforest,neutral,0,0,1
e2e7155988,miss,negative,0,1,0
9f7c258724,hurts,negative,0,1,0
aa730765ab,sad,negative,0,1,0
f8022382fb,oh man better something fix ugh stupid verizon,negative,0,1,0
34a47b5674,look forward new cd big fan,neutral,0,0,1
91da197673,didnt anyway,neutral,0,0,1
c079acfba6,disappointed,negative,0,1,0
f213912b19,work tomorrow sheli,neutral,0,0,1
f7e258097a,dead gerbil,negative,0,1,0
0ec21bdfaf,happy star wars day may fourth,positive,1,0,0
c486b14590,love,positive,1,0,0
61bd1889ad,waters go home cause presentation ended x,neutral,0,0,1
20d6014714,hilarious,positive,1,0,0
7e9175f17b,2night dance parties fun times awkward situations highlight driving w nims annie listening satellite windows downnnn,neutral,0,0,1
d60b08190b,took months understand avatar,neutral,0,0,1
2d68ef714b,winds nearly blew outfield,neutral,0,0,1
8ef711a29d,good,positive,1,0,0
8560ce3f2e,hey,neutral,0,0,1
3f55331b77,feel really sick,negative,0,1,0
d123dccf52,got back lunch feeling like nap order work press,neutral,0,0,1
3edf9dc8ff,listening music really happy librefm audacious combination,positive,1,0,0
495c870dee,hates,negative,0,1,0
1548476690,feel office space right,positive,1,0,0
c5c5d06607,hilarious,positive,1,0,0
95b1990bcd,chillin,positive,1,0,0
2a94a9680f,gonna go aunts party gonna late night thing hopfully get school tomorrow,neutral,0,0,1
13889237c6,another day couldnt find ended trying another cart cant remember name si,neutral,0,0,1
7ea3de2b8f,enjoy,positive,1,0,0
0cd6da4e6a,missed,negative,0,1,0
6ecc11e8af,ughhhhhhhhh,negative,0,1,0
7b10fe51a5,hard,negative,0,1,0
68b4a7a2ac,crappy ms,negative,0,1,0
95de9ead06,good,positive,1,0,0
963e4d81e7,get go coffee fun hate,negative,0,1,0
36a699ffeb,faster expected,positive,1,0,0
2c3ef296fd,worries,positive,1,0,0
b06bdfd712,oh yeah,positive,1,0,0
672a2ac41d,lol wat u making come da way overr forv,neutral,0,0,1
a6c4a0fe77,excited,positive,1,0,0
355fc0fc87,youre cute,positive,1,0,0
6a9c8b5f47,thx 4 following r band kind genre play nice meet,positive,1,0,0
6a809657db,bad,negative,0,1,0
9c6d2301bb,im pretty sure bunny wouldnt survive struggle tom,neutral,0,0,1
d35a986ee7,good,positive,1,0,0
b1a3fd165d,realized tonights drake,neutral,0,0,1
dc03f0e6f9,make something buying something impersonal shes mom,neutral,0,0,1
4d6e71e475,thankujesus beyeblessed,positive,1,0,0
f070621511,omg didnt even know friend knew lol small world,neutral,0,0,1
ddf6fd773d,aaauuuggghhh n check mcdonalds check haha next hot cheetos,neutral,0,0,1
5bada8d821,cnt b boverd,negative,0,1,0
d6e037a5c7,watching wizard waverly place,neutral,0,0,1
2ef7abb5d4,didnt think looked much like,negative,0,1,0
dd2ca87e9b,thats babies little rhythms still sinc inutero,neutral,0,0,1
567df90034,gorgeous,positive,1,0,0
f7d4269198,sorry,negative,0,1,0
bbb19995d9,home school tonight probably,neutral,0,0,1
0e3cf08948,funny,positive,1,0,0
f4f0b27d51,mmm eating tostitos piknik spinach dip sr,neutral,0,0,1
eebc64ac7c,much blog time,neutral,0,0,1
a357e314cd,depressing,negative,0,1,0
b8b8a0125f,want ice cream,neutral,0,0,1
7a544bc016,haha nice heard sweet hotel another note good game last night,neutral,0,0,1
de40356564,got car back excitedsad going away party,neutral,0,0,1
a9ac2b6ea2,famous houston take look,neutral,0,0,1
6e9c41f069,hope,positive,1,0,0
a0c83dd3bd,lucky,positive,1,0,0
837eb8363d,yep one works love potbelly cant get az wait chitown trips,neutral,0,0,1
6fabbd3049,mashed,negative,0,1,0
cbad3c0e37,yea friends flew amercia see w jonas brothers u haha hate bebo p aw cant wait,neutral,0,0,1
6bb3519b82,fun day,positive,1,0,0
9f04d486fb,click settings link public timeline bottom page,neutral,0,0,1
1a598bd4d2,feel alllll right,positive,1,0,0
ae8270ae93,good,positive,1,0,0
334906ed64,fake asses,negative,0,1,0
f25b4b443d,awesome new phone sony ericsson berryd like,positive,1,0,0
6b51e69aa9,u,neutral,0,0,1
5458608212,much fun today,positive,1,0,0
74ae8400dd,beautiful,positive,1,0,0
82565a56d3,want trade someone houston tickets one,neutral,0,0,1
413de4886e,sick,negative,0,1,0
a717aca8f5,satisfied hurting nellie ow blisters,neutral,0,0,1
c90925564e,helpful,positive,1,0,0
fd9d9dbaf1,wow install twitter fox tired keep refresh browser,neutral,0,0,1
faf5cf32e6,happy,positive,1,0,0
271f924afd,reception food long beach graduation,neutral,0,0,1
8cd69a97bb,youre back,neutral,0,0,1
9a232fb59e,sweetest love cuz,positive,1,0,0
3390619680,broken leg,negative,0,1,0
c55ea4efa1,familiar,positive,1,0,0
af38780aaf,truly like,neutral,0,0,1
fe66579fd8,thanks,positive,1,0,0
bbbd57c093,need tour dates stat,neutral,0,0,1
2334ec3a85,invert call tree button found,negative,0,1,0
a77b72e2ba,weee internet back home,positive,1,0,0
54db2ebee1,staying home work linoleum block carving project due tomorrow probably pictures,neutral,0,0,1
b4f4e14266,yes,neutral,0,0,1
4b2cc01071,need men give input ill fill u time soon,neutral,0,0,1
e53ebf4ee2,messed,negative,0,1,0
ad038d02b2,starting wonder im going get job came across though id find work elsewhere needs must intentionally,neutral,0,0,1
719a06c896,like u said give tc chance miss thomas move watch,neutral,0,0,1
867e2ed06d,early send someone airport,neutral,0,0,1
cc07fd0b61,day 2 back work day 1 went allllllllright exposed swine flu 8 hours thats ok think wash hands,neutral,0,0,1
b0e12875c0,really react worst,negative,0,1,0
e925ae4492,heart goes,negative,0,1,0
a7b3f18ff7,good,positive,1,0,0
f5b3f0ec95,stupid,negative,0,1,0
9a4a1343bd,thanks night,neutral,0,0,1
bdce74fbdd,leo carillo beach rogers state park list state parks might close,neutral,0,0,1
3d7f8b07c2,finger hurts lmao,negative,0,1,0
10030773a0,hi howmany people follow much help others,neutral,0,0,1
82b1b58932,weather may makes cause temp fell 15c 30c yesterday,neutral,0,0,1
ae96b752c5,bad,negative,0,1,0
51ca53147d,hungraaaaaaaaay ill eat dont go away twitter lunch,neutral,0,0,1
82df181b38,goodnight ps thanks jailbreaking ipod stacie 3,neutral,0,0,1
d23a55585b,ugh got stop biting nails grrrrr,negative,0,1,0
fda6d44f58,well come nigguh thing may going like phuket bali afterwards,neutral,0,0,1
8d6fc46de5,wow,positive,1,0,0
5f02ce3627,doesnt sound good,negative,0,1,0
7.37E+70,theyre,neutral,0,0,1
af0c261b51,dont procrastinate like,neutral,0,0,1
dfb379a9b4,muji yipee anybody coming send hahaha somebody bring jts bsg disks haha,neutral,0,0,1
783557bcb7,sucks,negative,0,1,0
57c96276f3,yay,positive,1,0,0
4f43d6da65,macarena never looked good loved,positive,1,0,0
394b0fb576,fun jessica alba weekly twitter follower count 35138 5468 starting look like movement,neutral,0,0,1
8009654348,cute,positive,1,0,0
e75396fd56,morning awesome brudder,positive,1,0,0
f93b4bc83f,thank,positive,1,0,0
8fbadcefa8,good luck wi,positive,1,0,0
68103f1782,feel neglected,negative,0,1,0
7c74a20ddd,cant sleep,negative,0,1,0
11f36369f3,exam 8,neutral,0,0,1
9f85c13e11,bad,negative,0,1,0
641c023e7d,im wishing,positive,1,0,0
3286f70986,funnn,positive,1,0,0
e1b5025f47,miss,negative,0,1,0
026ef8e8d5,luckily,positive,1,0,0
8fa50c76fa,dave meany,neutral,0,0,1
b40b711cc2,well guess dependsundergarments,neutral,0,0,1
f3a9b9a3f8,fun,positive,1,0,0
d5048db173,worried,negative,0,1,0
ba8de71491,happy mothers day mommy grandma haha ily,positive,1,0,0
9f17044414,want know 6 tried ask pkia still reply change status away,neutral,0,0,1
d20afefce2,yeah work 7 hrs,neutral,0,0,1
af7b184860,help,negative,0,1,0
ffdcc3a3ab,one get carry,neutral,0,0,1
76a2ce518f,make google search page name,neutral,0,0,1
99e110f2b5,thankyou,positive,1,0,0
761282afdf,snapped poor neck gotta bury,negative,0,1,0
7c47bfca56,since fun happens im asleep,positive,1,0,0
3642340658,way sydney yeah guys like semiolder version short stack however talent,neutral,0,0,1
dd900c2102,thanks,positive,1,0,0
0d886d541b,feeling 2day left glasses peace unity,neutral,0,0,1
07691c8711,guys keep voting ask ur followers help 4days left competitions close,neutral,0,0,1
ba962ebe79,im playing left 4 dead friends gilbert louie fun happy mothers day moms,neutral,0,0,1
94c87fecf2,waiting around boyfriend queens looks like going pour dt bklyn umbrellaless,neutral,0,0,1
1c22e71e87,absolute legend love love love,positive,1,0,0
0e4dbb0627,lost fight tweefight lost please revenge try,neutral,0,0,1
1fbb7596da,loveeeeeeeeeeeeeeeeeeeeee,positive,1,0,0
a8a9e0e117,bullhorn tell ur friends 2 follow come onnnnnnnnnnnn ppl,neutral,0,0,1
5420b2f0a3,going see grandad today 3,neutral,0,0,1
12b846508c,cant deal,negative,0,1,0
16344ee21c,feel crappy today,negative,0,1,0
6ec9ef4fc3,made mind,neutral,0,0,1
d075640401,good,negative,0,1,0
6c5103a4c5,sunday feels great,positive,1,0,0
51a575d11b,im sorry youre sick,negative,0,1,0
fb13135492,hate,negative,0,1,0
303b34c2fb,doggone got hour nap really want ponderosa chicken wings,neutral,0,0,1
ff39ffc00f,fan,positive,1,0,0
97586292af,thankyou,positive,1,0,0
81f6f8ff89,couldnt come see southend 2nd couldnt get tickets ill come see solo tour,neutral,0,0,1
4fa4f2bde8,dey homie wish would stop raining already plus vacay almost,neutral,0,0,1
fe41b4a287,working climb season 2 episode 5,neutral,0,0,1
d69e2171d5,im bored,negative,0,1,0
519a7cc840,suffers,negative,0,1,0
a8bded0645,miss brothers,negative,0,1,0
389813675,link doesnt work,negative,0,1,0
c326f589fb,good,positive,1,0,0
a8a7654f28,im officially done school til fall,neutral,0,0,1
e14f7e2e0d,didnt start long message got longer wrote,neutral,0,0,1
c660632bdd,feel ya pain ive got nasty cold get better soon,neutral,0,0,1
fc3ed28c22,almost lunch time,neutral,0,0,1
496086d5a5,aww cutie,positive,1,0,0
02eceebc50,thanks,positive,1,0,0
2139382b23,happy mothers day single dads plays mom dad role enjoy day,positive,1,0,0
68cdc00643,good day,positive,1,0,0
46be2c59f4,going cry way home,negative,0,1,0
63264da974,niceeeee,positive,1,0,0
6f87ac1c3a,smeared,negative,0,1,0
10700d7927,wonderful,positive,1,0,0
6c0f3abe84,wow definitely friday gym completely empty id like play wii guess ill vacuum,neutral,0,0,1
699bb2c9c9,hell going school 2 hours next monday tuesdaydumb snow days thier lame rulesmy mom making go,negative,0,1,0
61cde7aa2c,dana found doesnt get take lunch rather hour hello delivery,neutral,0,0,1
3f3c87afb8,stupid,negative,0,1,0
f7f91671b8,wow god whole ui sooo much snappier,neutral,0,0,1
900dda5ae1,ha im glad stopped raining umbrella broke today,neutral,0,0,1
9d4e0dc308,late,negative,0,1,0
6c79c77739,like ur mommas style,positive,1,0,0
59e82d08a3,great,positive,1,0,0
f41961c9b6,morning darlin hope youre feelin tiptop,positive,1,0,0
1d8f130239,guys nothing free life shidduch money,neutral,0,0,1
5825c09bf0,ohhh lovely im glad great time,positive,1,0,0
0153891ff3,dont think coffee work agreed tummy,negative,0,1,0
0364fe8361,thanks carry craziness,positive,1,0,0
0834346d7b,good luck auction,positive,1,0,0
5a6a55d5db,watching cavs,neutral,0,0,1
8c3af248b5,guy said wanted spank,negative,0,1,0
baada612bb,one even liked answers life last night,negative,0,1,0
5e7128192b,time revision listening albums nonstop day,neutral,0,0,1
f90eff1570,lucky,positive,1,0,0
942f5f4cc6,well see craig might hog u guys haha work till 10 tonight anyways,neutral,0,0,1
c385694b7b,thanks share tonight,positive,1,0,0
1adf377451,wish jonathon ross audience right,neutral,0,0,1
947a309643,good day,positive,1,0,0
74d2734a64,yeah ok thatll probably happen,neutral,0,0,1
f00f98900a,r im excited anyway,positive,1,0,0
40c2e85899,broken,negative,0,1,0
7eabb6670c,love,positive,1,0,0
1bd7d743f7,cordon morning done bit 2 weeks go trying get done advance hows,neutral,0,0,1
422c5c6cae,haha remember trip fun miss miss miss miss miss chu,neutral,0,0,1
4fccd9f4bb,badly,negative,0,1,0
49dbf3373e,happy,positive,1,0,0
ab8073400f,sorry day bad gettin drink good plan,neutral,0,0,1
8ca5ce7e78,thanks,positive,1,0,0
d012ba333c,love clutches,positive,1,0,0
d60596aed5,unfortunately,negative,0,1,0
7812276995,nite tweeple tomorrow day 25 work,neutral,0,0,1
167052ea96,oh difficult,positive,1,0,0
3fa34fee4a,work mama sweetdreams,positive,1,0,0
9bf41d3d1d,ugh,negative,0,1,0
b71a47be89,one excellent designers,positive,1,0,0
de2f813c3c,twitter connected facebook,neutral,0,0,1
f7f4013a4e,long,negative,0,1,0
d7971e5203,yeah,neutral,0,0,1
e9f57bf9da,youre telling,neutral,0,0,1
0a80fcf9c5,mind abuzz advertising industry standards dont hate like maths ok,neutral,0,0,1
6244b49e8e,lost,negative,0,1,0
0aaab17148,k 3 slices left,neutral,0,0,1
677a1e2692,body already developed mind mind refuses cooperate set schedules,neutral,0,0,1
3628bc06b9,cant go back sleep,negative,0,1,0
4e985e6393,aww cant wait back la 333,positive,1,0,0
ad901bf524,exploring twitters world 2,neutral,0,0,1
b7bd030e8e,wondering im awake 7amwriting new songplotting evil secret plots muahahahaoh itnot secret anymore,neutral,0,0,1
f5cd39143b,ive lost pocket knife suggestions replacing ken onion chive,neutral,0,0,1
bedb1b754a,work play,neutral,0,0,1
5008199470,lol see sunburnnn achurley bad least dont think,neutral,0,0,1
da744b2d85,writer aww one,neutral,0,0,1
f9e0a2422d,delicious,negative,0,1,0
f91b6e0d25,pretty cool kids adults fun,positive,1,0,0
3771d481c0,gave homeless lady named ruby ice cream sandwich cigarette g00d deed day p,positive,1,0,0
3df0002826,easy problem,negative,0,1,0
1559c3c50f,hates,negative,0,1,0
e7f5a0c43f,happy,positive,1,0,0
57f0d8fad5,bad dream,negative,0,1,0
f69743df17,sick week still feeling well,negative,0,1,0
7fb78d780e,feeling pretty gud dont even hangover nice feeling,positive,1,0,0
3ee2661fd3,sa,neutral,0,0,1
bb2a527cb9,bad jst scratch wht said im talking nonsense lol enjoy perfs,neutral,0,0,1
7753817baa,yep still seats left pracc workshop w see ther,neutral,0,0,1
2e2619841e,hehe yeah late hun,neutral,0,0,1
bc511c33cb,fun,positive,1,0,0
ae8e530552,chatting willy valdez comics,neutral,0,0,1
51f4f0fa48,pretty amazing weekend far bedtime im exhausted mothers day tomorrow nighty night,neutral,0,0,1
e18ba82157,think shell pull,neutral,0,0,1
6e43e60c2f,neeeeed plans one hang tomorrow booo,neutral,0,0,1
176a1489cf,wanna go go wanna find know david mileyyyyyy,neutral,0,0,1
856e0029b7,greg pritchard got threw,negative,0,1,0
91473b6dcf,ahhhaaaaa gunna get straight back,neutral,0,0,1
43a24eba11,thanks,positive,1,0,0
f93ba198db,best,positive,1,0,0
59d93dfb2a,like,positive,1,0,0
214c7be6f5,hmmmm wonder number,neutral,0,0,1
36cda58aab,nooooooo,negative,0,1,0
746a5a5b71,agree,neutral,0,0,1
c5300f81a0,feelin lonely,negative,0,1,0
600cf6ccba,yeah next time,neutral,0,0,1
d265b4b26c,appreciate,positive,1,0,0
b3261627a4,chili night minneapolis refuse turn heat may,neutral,0,0,1
5c896ab009,like,positive,1,0,0
a8a388618c,go away,negative,0,1,0
aa623c6ae7,spending wonderful mothers day brad mom dad happy mothers day moms,positive,1,0,0
